GENE,gene_name,gene,Phenotype,ALL_zscore,ALL_effect_size,ALL_P,ALL_var_g,ALL_pred_perf_r2,ALL_pred_perf_pval,ALL_n_snps_used,ALL_n_snps_in_cov,ALL_n_snps_in_model,CAU_zscore,CAU_effect_size,CAU_P,CAU_var_g,CAU_pred_perf_r2,CAU_pred_perf_pval,CAU_n_snps_used,CAU_n_snps_in_cov,CAU_n_snps_in_model,INTERVAL_zscore,INTERVAL_effect_size,INTERVAL_P,INTERVAL_var_g,INTERVAL_pred_perf_r2
SL000668_ENSG00000135218,SL000668,NA,ovary_hgsoc,-1.44590272055768,-0.120183442563302,0.14820448876823,0.0425192206264535,0.0312690460093258,3.02445307932261e-08,87,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000678_ENSG00000115523,SL000678,GNLY.3195.50.2,ovary_hgsoc,-0.74181862345258,-0.0160540155951132,0.458197235406895,0.234080419597492,0.279670371930222,1.24314049754695e-74,62,62,62,-0.452636991424896,-0.015131137893425,0.65081015746672,0.129817438687664,0.220183891477872,7.44210835365635e-25,23,23,23,-0.710920500375212,-0.0173462065096233,0.477133501534467,0.201576650585444,0.238686046788954
SL001728_ENSG00000134853,SL001728,NA,ovary_hgsoc,2.98257914458016,0.35221996327778,0.00285830735753603,0.0120969194982244,0.0148053327360585,0.000153840337569109,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL001777_ENSG00000101439,SL001777,NA,ovary_hgsoc,-0.979951002162681,-0.0418383884401736,0.327110305498606,0.0806918632329909,0.059307670762438,1.44578676023433e-14,81,96,96,-1.23257756544341,-0.057622065466041,0.217733411288911,0.065964875599124,0.04567729191932,1.18113082986299e-05,57,62,62,NA,NA,NA,NA,NA
SL001943_ENSG00000160712,SL001943,IL6R.4139.71.2,ovary_hgsoc,0.619604681464539,0.00854862115926402,0.535518083871485,0.592905748172326,0.626023710310991,5.12299786463649e-243,64,66,66,0.436218104699204,0.00581239174661917,0.662678493456323,0.660912702249929,0.70991484933727,1.19365233678655e-134,49,52,52,0.553239084873331,0.00812720775018904,0.580099706705001,0.579574491183586,0.633127508484198
SL001990_ENSG00000136689,SL001990,IL1RN.5353.89.2,ovary_hgsoc,1.54168690505865,0.0870141052371454,0.12314969559235,0.0373556116799455,0.0638243329309875,1.17612081733509e-15,16,16,16,0.787283606489957,0.0665718812692213,0.431115864096831,0.0198470797054623,0.0129429929473691,0.021686152738415,18,19,19,0.0968271014568454,0.00304089982176608,0.922863701203294,0.0111587258812723,0.0178812561095248
SL001997_ENSG00000115594,SL001997,NA,ovary_hgsoc,0.916500541372693,0.0773340402215181,0.359404423636897,0.0178984144481693,0.0483698227628982,3.94757424669716e-12,29,32,32,1.08764105374712,0.135645233504749,0.276753599604411,0.00838046744705278,0.0269594537064592,0.000882400456685819,23,26,26,NA,NA,NA,NA,NA
SL002086_ENSG00000142748,SL002086,NA,ovary_hgsoc,0.0639351452990222,0.0068930017620264,0.949021867612614,0.0497004051318738,0.028498895973071,1.27656909784653e-07,55,56,56,-0.524020048747076,-0.033465815734163,0.600264595406575,0.0332493676880616,0.0303724838454586,0.000386682791991279,26,27,27,NA,NA,NA,NA,NA
SL002508_ENSG00000137496,SL002508,NA,ovary_hgsoc,-0.995245177298031,-0.404149778787482,0.319617034186743,0.000798822109216179,0.0822913626754175,3.20133771505802e-20,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL002525_ENSG00000166278,SL002525,NA,ovary_hgsoc,0.306315134217962,0.0162672770749605,0.75936471725578,0.112200765994912,0.0533398990377799,2.35635448721855e-13,151,171,171,-0.230917293209507,-0.00687818291521222,0.817379055735852,0.0923486107546271,0.102741760782397,1.26622038429721e-11,75,82,82,NA,NA,NA,NA,NA
SL002528_ENSG00000188257,SL002528,PLA2G2A.2692.74.2,ovary_hgsoc,0.17891354954351,0.0057984141559498,0.858005583454014,0.15182033757581,0.215786713782618,5.76172942622573e-55,27,27,27,-0.208735864662857,-0.00489428878177835,0.834654440839306,0.189478733463792,0.272934606533461,2.30565880040177e-31,49,49,49,-0.159705165938334,-0.00360037803923411,0.873113331309517,0.306196002983529,0.347197946796082
SL002662_ENSG00000088926,SL002662,NA,ovary_hgsoc,0.973697035173514,0.0308162611019097,0.330206989839475,0.0972790492263266,0.111913266433811,3.61782466084395e-27,61,63,63,1.61345757316628,0.0701548574198111,0.106645133650679,0.056160106742656,0.120745026032298,2.42220990914304e-13,11,14,14,NA,NA,NA,NA,NA
SL002704_ENSG00000105894,SL002704,PTN.3045.72.2,ovary_hgsoc,0.149166487051624,0.0117621078186108,0.881422263554746,0.0159318725231343,0.0351804831567566,4.07177858082048e-09,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216357778247666,-0.0231181061528692,0.828708874877304,0.013488387689409,0.0200692367175494
SL002706_ENSG00000104921,SL002706,FCER2.3291.30.2,ovary_hgsoc,-0.27974062473196,-0.0153261937811266,0.779676508082096,0.0369758868046841,0.0557507301045031,7.54949633564714e-14,46,47,47,-0.380315636830934,-0.0195873648869377,0.703711129537648,0.0454540578457612,0.0877487588345743,8.13916033597087e-10,18,18,18,-1.03032424125824,-0.0510630650281423,0.302857823220561,0.0579544316594705,0.0831993391807042
SL002731_ENSG00000026103,SL002731,NA,ovary_hgsoc,0.0170619619284041,0.0175827455201174,0.986387184475882,0.027996753034511,0.0412204492316545,1.74365074709185e-10,17,17,17,-0.605594385637822,-0.0410214896914665,0.544784131426885,0.0240400425581333,0.0759105314583816,9.91036942238595e-09,5,6,6,NA,NA,NA,NA,NA
SL002823_ENSG00000188404,SL002823,SELL.4831.4.2,ovary_hgsoc,1.46529527618258,0.0439773985441984,0.142840374772302,0.160228145862092,0.201214184299188,1.60888092073679e-50,72,73,73,1.35545161098947,0.0440069800127306,0.17527371562533,0.120271634002384,0.208978150617636,3.15098907525901e-23,51,53,53,0.900334916184074,0.0278373239071178,0.367942045042912,0.132633327288817,0.150372606180565
SL003043_ENSG00000100234,SL003043,NA,ovary_hgsoc,-2.27275793770372,-0.0828626934251038,0.0230407710777934,0.0835033793927768,0.114958702991463,6.90256921754506e-28,47,48,48,-1.66997737554013,-0.0982644459391337,0.0949238399611446,0.0332181092591938,0.0709894028539222,3.85323742483827e-08,19,19,19,NA,NA,NA,NA,NA
SL003066_ENSG00000132386,SL003066,SERPINF1.9211.19.3,ovary_hgsoc,0.169749531179616,0.0131621031860965,0.865207119047053,0.0477041216540225,0.0588212306022441,1.76783216083474e-14,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.361112176683646,-0.0149516356406291,0.718015590900468,0.0950586064963818,0.10164259727906
SL003168_ENSG00000213927,SL003168,NA,ovary_hgsoc,0.247993092159964,0.0185484220520997,0.804139751551026,0.0110559743699086,0.0165737387955346,5.76451957597059e-05,11,11,11,-0.15922046444383,-0.0135970874024813,0.873495181236191,0.0157088404528712,0.0274089570868036,0.000776230536701445,11,11,11,NA,NA,NA,NA,NA
SL003172_ENSG00000124875,SL003172,NA,ovary_hgsoc,0.108935728259036,0.00436677732537647,0.913253468209892,0.159718894033735,0.215969792184027,4.42687097639366e-55,15,15,15,-0.0230946357420714,-0.000864110255519512,0.981574784604163,0.171244056035561,0.254500291943371,5.74029806256363e-29,13,13,13,NA,NA,NA,NA,NA
SL003173_ENSG00000163739,SL003173,CXCL1.2985.35.1,ovary_hgsoc,0.0472817791571439,0.00344616972440149,0.962288649965801,0.173528092843197,0.179135352767446,2.10996681924984e-44,47,65,65,0.283122789001854,0.00847687670720351,0.77708271289395,0.131648705016373,0.185544314919208,1.00632437348271e-20,20,20,20,0.367155339917409,0.00877335182269495,0.713503150032385,0.220784932165338,0.246671363590254
SL003184_ENSG00000116678,SL003184,LEPR.5400.52.3,ovary_hgsoc,1.24890308221732,0.0176645522078845,0.211700524149138,0.534441799516274,0.593124683212686,2.13607971825136e-219,56,58,58,1.46437961131603,0.0256766730744331,0.143090255758823,0.4316331459407,0.57391718071152,2.05200023616203e-88,53,54,54,1.5093568799592,0.0232447288448718,0.131207606177864,0.516811383768054,0.551642019343569
SL003186_ENSG00000143184,SL003186,NA,ovary_hgsoc,-0.561772329916985,-0.0278692327033486,0.574271146738727,0.0227805136079849,0.0254727228239532,6.30294826639349e-07,30,31,31,-0.648248201387019,-0.0399595429746559,0.516824430579553,0.0325484874573023,0.0496973062771927,5.32134632504903e-06,21,21,21,NA,NA,NA,NA,NA
SL003187_ENSG00000102962,SL003187,CCL22.3508.78.3,ovary_hgsoc,0.189596237695825,-0.00115350749411734,0.849625535621568,0.0122606559717138,0.0273595067975522,2.32848349610853e-07,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841482959012987,0.100134874647343,0.400077427727666,0.0127428913263628,0.0569224085256761
SL003190_ENSG00000275718,SL003190,CCL15.3509.1.1,ovary_hgsoc,0.9371742769265,0.0279247445420547,0.348668919136902,0.303705262063345,0.351444869664368,1.62678841013658e-99,72,88,88,0.704484064078587,0.0160310911480538,0.481131370827513,0.201774538138085,0.164819405312127,2.54589824608417e-18,94,94,94,0.699095811845349,0.0143999150289412,0.484492155722063,0.278368648886007,0.319331961363409
SL003196_ENSG00000102970,SL003196,CCL17.3519.3.2,ovary_hgsoc,0.465855010031481,0.0605236702397591,0.641319286335812,0.0254666832250882,0.0285228876354685,1.19462064483133e-07,46,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321029073847618,0.0224917904493539,0.748188358318104,0.0221054174067769,0.0398737715935699
SL003197_ENSG00000131142,SL003197,CCL25.2705.5.2,ovary_hgsoc,-1.55622004773323,-0.0729257582193105,0.119655775756125,0.0560453539180353,0.0649848810000758,6.2692799977449e-16,38,38,38,-1.68826657615139,-0.0552785851709869,0.0913600682440134,0.109607882725649,0.108028147182406,2.6179922498072e-12,76,76,76,-3.5252700664368,-0.113994095475693,0.000423051258677358,0.12672802155671,0.168178394912756
SL003198_ENSG00000041982,SL003198,TNC.4155.3.2,ovary_hgsoc,0.385753864656248,0.00789454915809963,0.699678966257028,0.231823926285982,0.267283849032779,1.3091949259065e-70,71,74,74,-0.168508352218093,-0.00380867432545595,0.866183373505313,0.185744609285137,0.295253791811583,1.42949932413349e-34,22,22,22,0.772148171581931,0.020201838289534,0.440026674117585,0.187232834866491,0.226416909116307
SL003199_ENSG00000066056,SL003199,TIE1.2844.53.2,ovary_hgsoc,0.0332757653934044,-0.00263846327832206,0.973454679469296,0.037965195676234,0.0289290433216955,1.07393327541064e-07,50,50,50,-0.533893612211753,-0.0239341973207959,0.59341514178426,0.0238110113114369,0.0327805260417205,0.000200948566475569,17,17,17,0.395355132014412,0.0329122507622294,0.692580816940846,0.0187948437764986,0.0285511027788975
SL003200_ENSG00000120156,SL003200,TEK.3773.15.4,ovary_hgsoc,0.406287491500339,0.0295475048819942,0.684531375064254,0.0262244400173807,0.056403731318548,6.10415829454755e-14,14,14,14,1.30939703259574,0.0725816718103813,0.190399896126638,0.0382965349865669,0.0782320650543648,8.00850708595267e-09,22,22,22,0.0469115107641797,0.00423992180548774,0.962583753932499,0.0167746587598991,0.0326988567708017
SL003201_ENSG00000128052,SL003201,KDR.3651.50.5,ovary_hgsoc,1.25695917921533,0.11023620553157,0.208768417449011,0.015680434228791,0.0195375740884315,1.25385524036737e-05,18,18,18,2.01290526557593,0.138236912809246,0.0441245965266602,0.0265361174673143,0.046262730776378,8.2122739463819e-06,18,19,19,1.71630736499599,0.0705972832820641,0.0861058010362827,0.0891678306652965,0.125115227133671
SL003300_ENSG00000275152,SL003300,CCL16.4913.78.1,ovary_hgsoc,-0.14090696071243,0.00266357615989826,0.887943443162374,0.226108932671975,0.223542686387703,5.1844277150281e-57,101,105,105,0.293688549906897,0.00946169992345398,0.76899590452636,0.188974841175487,0.236374119314211,1.74084820737406e-26,60,60,60,-0.182514731309622,-0.00440960379802912,0.855178794607143,0.349053983484039,0.40253110714121
SL003301_ENSG00000274736,SL003301,CCL23.3028.36.2,ovary_hgsoc,1.39523641607704,0.0741308607798464,0.162944558939187,0.0587489462832209,0.0713925089282824,2.25203075696903e-17,46,47,47,0.874137050302371,0.0306568112832897,0.382043622518713,0.0949434670672611,0.034418133072652,0.000163995512019216,82,85,85,0.849165065781317,0.0348048529875084,0.395789449137166,0.156205511982951,0.190712050538429
SL003302_ENSG00000274736,SL003302,CCL23.2913.1.2,ovary_hgsoc,1.70609911192841,0.0583204201810292,0.0879896279031678,0.132139758943093,0.1607425720782,1.27313588761123e-39,43,44,44,1.82579070034522,0.0551271271506763,0.0678817946561085,0.125893870837165,0.148994512153474,1.40480557910177e-16,43,43,43,2.307373623002,0.0695890498845641,0.0210340003911952,0.187058951881078,0.224960518424502
SL003309_ENSG00000129988,SL003309,NA,ovary_hgsoc,0.0580479743588272,0.00822399777881481,0.95371041491076,0.185126666194413,0.0924414450595173,2.00116920205533e-22,144,153,153,-0.600378723517031,-0.0162190643122453,0.548253864193814,0.171423210357469,0.228317275392898,1.00699643480839e-25,16,18,18,NA,NA,NA,NA,NA
SL003310_ENSG00000112715,SL003310,NA,ovary_hgsoc,-0.217253769186582,-0.0191091961303917,0.828010583442618,0.0184800901609264,0.0386891015477984,6.14014091367838e-10,10,10,10,-0.0179603572346985,0.00110676440118163,0.985670478649607,0.0413051427899802,0.0411726858509524,3.53678588996624e-05,31,31,31,NA,NA,NA,NA,NA
SL003323_ENSG00000275385,SL003323,NA,ovary_hgsoc,-0.93137044914442,-0.0345238282912964,0.351661971449558,0.156816984540923,0.224966026113341,2.83408404081142e-57,32,44,44,-1.23345007864237,-0.0430731595629577,0.21740789096365,0.147937900361654,0.255791569907923,2.63013332220654e-29,28,28,28,NA,NA,NA,NA,NA
SL003324_ENSG00000126218,SL003324,F10.3077.66.2,ovary_hgsoc,-1.42907937257971,-0.137652949699967,0.152981421488803,0.0175662291119462,0.0296747802171744,6.26193672039752e-08,18,18,18,0.0689840642085614,-0.00189595412520003,0.945002304197948,0.0699461837825716,0.04762535513009,8.01969695116771e-06,61,61,61,-0.391042540397717,-0.0012543409462494,0.695765791675588,0.0294438418534874,0.0395566749268154
SL003328_ENSG00000205403,SL003328,CFI.2567.5.6,ovary_hgsoc,1.74266546985984,0.0763184255234875,0.0813920666290351,0.0795605812084473,0.0774524093565507,4.48584627683616e-19,80,96,96,0.752818168898239,0.0484319891557077,0.45155918718525,0.029692275110722,0.0134075321609611,0.0193226327743597,33,33,33,1.7203346381506,0.107610527161164,0.0853716305850529,0.0328824421389079,0.0513348664736276
SL003329_ENSG00000276409,SL003329,CCL14.2900.53.3,ovary_hgsoc,-1.0147116593465,-0.0367601848188213,0.310243294668134,0.0949741791163708,0.11945631867893,2.5518458243092e-29,33,33,33,-1.56435027746392,-0.0965616994506735,0.117735330844113,0.0308520800638851,0.0553324880726777,1.35433363888944e-06,16,16,16,-1.1921369317004,-0.0390875020352871,0.233207557925562,0.132788132636595,0.163333547594973
SL003340_ENSG00000133048,SL003340,CHI3L1.11104.13.3,ovary_hgsoc,0.267464996003566,0.00559738278244395,0.789111161856586,0.413763531830663,0.478226184253089,1.84603829953256e-153,65,73,73,0.0869182580203078,0.0016378829259946,0.930736486641969,0.444451995566219,0.558783429558647,7.37567945934207e-85,30,30,30,-0.211926410247621,-0.00337355517061896,0.832164446143794,0.570998062487463,0.616945736168177
SL003362_ENSG00000125730,SL003362,NA,ovary_hgsoc,-0.305468134940539,-0.0131312680940628,0.760009635538788,0.0258967432316045,0.0242354244273589,1.11978138599992e-06,33,33,33,0.441801435382682,0.0435885700377016,0.65863289979207,0.0165092243504079,0.0506051567731107,4.26586996223272e-06,25,26,26,NA,NA,NA,NA,NA
SL003672_ENSG00000109610,SL003672,SOD3.8463.2.3,ovary_hgsoc,-0.287276672862905,-0.0267637198961613,0.773900482571086,0.0126270182617146,0.0198988330235158,1.03344509938548e-05,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528152876946095,-0.0258799339796553,0.597393233020808,0.0646613277563865,0.102030827673689
SL003679_ENSG00000197081,SL003679,IGF2R.3676.15.3,ovary_hgsoc,0.312458714170221,0.0100813889817127,0.754691934762723,0.209446876687964,0.246281100314661,1.31746295415259e-63,50,54,54,0.445955847120769,0.0109995066548559,0.655629139949461,0.214333191517533,0.237236280674031,1.12369095799481e-26,81,85,85,-0.448937700021486,-0.0100360318596069,0.653476599111416,0.314898730919924,0.358602097697038
SL003680_ENSG00000204305,SL003680,AGER.4125.52.2,ovary_hgsoc,1.61403005490774,0.156593881102371,0.106520907343157,0.0119222905397825,0.0166701673918972,5.82377302463211e-05,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599151232373685,0.0490925125089484,0.549072040001408,0.0386360553204252,0.0546149814510435
SL003744_ENSG00000131981,SL003744,NA,ovary_hgsoc,-0.820080283961595,-0.0560241909223744,0.412170340982035,0.0513619613154712,0.0614939382408319,4.46334477113374e-15,61,69,69,-0.677480173017381,-0.0367602804160463,0.498101345646865,0.0441710059397174,0.0514203720237452,3.63113239173585e-06,55,55,55,NA,NA,NA,NA,NA
SL003764_ENSG00000149294,SL003764,NCAM1.4498.62.2,ovary_hgsoc,1.51560056820051,0.08772632671753,0.129620383309407,0.0412794744745101,0.0473731743288457,7.53398656502303e-12,51,60,60,0.703599027839637,0.0483484588317231,0.481682516952614,0.0254630405857909,0.0276722642292883,0.000660166884396127,37,37,37,1.44026423179209,0.0968155809563304,0.149792656849661,0.0287898895100995,0.0483703779863702
SL003770_ENSG00000104332,SL003770,SFRP1.3221.54.1,ovary_hgsoc,-1.88070176867162,-0.213357258311999,0.0600124989542523,0.0113985515943687,0.019286439940198,1.43023861335258e-05,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11492949015929,-0.221228761823731,0.0344359573043555,0.0124348623672765,0.0241439304836952
SL003872_ENSG00000134352,SL003872,IL6ST.2620.4.2,ovary_hgsoc,1.73755673142738,0.113187495935694,0.0822889495243454,0.0270864985792702,0.0613165750359961,4.8764113007104e-15,8,8,8,1.14375764090122,0.0791071663475122,0.252724161328107,0.0262760432083928,0.0543845935370839,1.01921781646179e-06,13,13,13,1.84161669388294,0.151737683310912,0.0655312374104761,0.0166197569108526,0.0273331920213543
SL004015_ENSG00000080618,SL004015,NA,ovary_hgsoc,-1.39187646505407,-0.0243103808039495,0.163959809775474,0.348425929819325,0.367089646906854,2.21583462370406e-105,124,137,137,-1.3328031264925,-0.028819588231895,0.182596419460385,0.273930859934402,0.384585131803303,4.24325646458158e-49,23,24,24,NA,NA,NA,NA,NA
SL004078_ENSG00000101144,SL004078,NA,ovary_hgsoc,-2.20008581854332,-0.178106311330774,0.0278008068459837,0.0176912806723999,0.0133152381007557,0.000314423464546511,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL004137_ENSG00000146904,SL004137,EPHA1.3431.54.2,ovary_hgsoc,0.0432099723022615,-0.00161973953722857,0.96553415576699,0.2158452499291,0.249269246999289,1.98493863638429e-65,39,41,41,-0.470508817710349,-0.0191760824693787,0.637991535900697,0.167399014451978,0.155508056354954,2.98030115985305e-17,49,49,49,-0.0568780991606794,-0.00387667591503116,0.954642300402385,0.0887271945290057,0.105221208697107
SL004143_ENSG00000168546,SL004143,GFRA2.2515.14.3,ovary_hgsoc,0.41702709582405,0.0195438718916166,0.676658588773283,0.0430063475679496,0.0455174912146176,1.76109471121871e-11,47,48,48,0.757061249527794,0.0396053536165922,0.449013168315937,0.0492175483650991,0.0630705479708246,2.55892345605914e-07,23,23,23,-0.112869197513039,-0.00525412966177425,0.91013425706779,0.0725775387235874,0.093728930521872
SL004146_ENSG00000115602,SL004146,IL1RL1.4234.8.2,ovary_hgsoc,0.217484440972265,0.00462795522697344,0.82783083113395,0.248422712724006,0.28353203954259,1.9283695895969e-75,58,62,62,0.62268437103047,0.0137604668574022,0.53349195513699,0.234302270202275,0.318032650584557,3.09133877292825e-38,29,30,30,0.749193292842108,0.0142320087928952,0.453740711154578,0.388079648210488,0.433361508251247
SL004147_ENSG00000243646,SL004147,NA,ovary_hgsoc,0.166920459699098,0.00991345276250148,0.867432634486655,0.035339432173158,0.0644220095038819,6.52292430506592e-16,9,9,9,0.166682281204175,0.00784361448286559,0.867620048035772,0.0656538263114871,0.0927783253482886,2.48182150367091e-10,38,38,38,NA,NA,NA,NA,NA
SL004151_ENSG00000134470,SL004151,IL15RA.3445.53.2,ovary_hgsoc,0.840161774493954,0.0367960781591283,0.400817687727727,0.0763955000543265,0.0808568572420387,1.13852012212497e-19,65,68,68,0.245723730274356,0.0140798450775274,0.805896101200787,0.0417678503465617,0.0691612495857308,5.6887984271013e-08,14,14,14,0.251456138453068,0.0173854257421404,0.801461469347108,0.0246853340396452,0.0402267753101816
SL004152_ENSG00000115604,SL004152,IL18R1.3446.7.2,ovary_hgsoc,-0.0949837257024111,0.000270907697556377,0.924327753479588,0.223889042079749,0.26155040428248,1.11929662648327e-68,66,69,69,-0.314240362192532,-0.00637549803720185,0.753338489547688,0.26649999281722,0.339043118724932,1.11951619809016e-40,42,43,43,-0.352180538592239,-0.00806310621030309,0.724702871131097,0.225760131032981,0.301940647625496
SL004155_ENSG00000113721,SL004155,PDGFRB.3459.49.2,ovary_hgsoc,0.204374731604172,0.00312028455781736,0.838060674704311,0.65118047469551,0.691508799911685,5.78785666583181e-299,68,81,81,0.173831256264123,0.00246339551809265,0.861998079397285,0.61320944002083,0.724285989553758,4.34784164190127e-142,27,28,28,0.666501892202333,0.0138550416936108,0.505090354623708,0.290898837300741,0.34774899159949
SL004209_ENSG00000182718,SL004209,NA,ovary_hgsoc,1.49037221089682,0.0718800687145215,0.136126395104824,0.0485352958103795,0.0982264680906986,6.63951946743719e-24,17,18,18,1.12322045560398,0.0669297304185606,0.261343877011416,0.0359601815869846,0.116848643790543,8.07541319332037e-13,13,15,15,NA,NA,NA,NA,NA
SL004355_ENSG00000276085,SL004355,CCL3L1.2783.18.2,ovary_hgsoc,-0.786938327827334,-0.0361847126334599,0.431317969349983,0.0925240160879473,0.140975059118795,1.28863369471212e-34,34,36,36,-1.05116992676542,-0.0428987383307179,0.293180552579167,0.114277416683272,0.141207005744114,1.65882601793385e-15,32,33,33,0.0222937159182031,-0.00142029617531858,0.982213661608801,0.0437657144922934,0.0558569530491805
SL004359_ENSG00000185652,SL004359,NA,ovary_hgsoc,0.847186894154737,0.0764827687074755,0.396890957359914,0.0112398652440139,0.0225453133771408,2.53076064018812e-06,16,16,16,1.38087453665128,0.0893395408242836,0.16731754044439,0.0312760478995917,0.0407872073064062,3.81892830151876e-05,40,44,44,NA,NA,NA,NA,NA
SL004367_ENSG00000107984,SL004367,NA,ovary_hgsoc,1.06452574101215,0.0526678710458944,0.287090599808993,0.0658214776986997,0.0544272329072908,1.50037505258615e-13,74,78,78,1.76446369889412,0.155288170651324,0.0776539418821244,0.0157656472241927,0.0476663468568672,7.68492050661874e-06,28,28,28,NA,NA,NA,NA,NA
SL004438_ENSG00000175315,SL004438,CST6.3303.23.2,ovary_hgsoc,-1.16334237465292,-0.132408929637907,0.244690619588331,0.00736925360596221,0.0102694824769306,0.00162840323138185,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175212191468524,-0.0150140564013229,0.860912905109213,0.0137233282773054,0.015637233118536
SL004458_ENSG00000124102,SL004458,PI3.4982.54.1,ovary_hgsoc,-0.733793368923156,-0.0459452987581488,0.463074682596926,0.0299498437944466,0.0390354200571661,5.7420200371831e-10,23,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.417114455878037,-0.0266570426651171,0.676594691750976,0.0296401250921677,0.0431567166603035
SL004467_ENSG00000140093,SL004467,SERPINA10.13119.26.3,ovary_hgsoc,1.68710522182678,0.0426818108089343,0.0915831211586542,0.255789231157416,0.274082528127288,1.5749010781094e-72,99,100,100,1.17273044636478,0.0297124723001513,0.240903917898343,0.178074964869457,0.262531564525497,1.77248177468254e-30,42,42,42,1.32074088889869,0.0360444255280458,0.186587775325627,0.162255347137662,0.189569935716769
SL004475_ENSG00000142166,SL004475,IFNAR1.9183.7.3,ovary_hgsoc,-1.27153968951167,-0.0408044750146314,0.203536717011029,0.159121249773233,0.218775537951395,1.76809010992814e-55,18,18,18,-1.14700788079746,-0.0421055723925106,0.251378363849737,0.0947288627042965,0.142436915699976,8.76229579981631e-16,9,10,10,-1.3793088646556,-0.159767666944599,0.167799544529657,0.0111216583823547,0.0185315463910833
SL004511_ENSG00000101425,SL004511,BPI.4126.22.1,ovary_hgsoc,1.0576717567237,0.0560024721916602,0.290205115761006,0.0485914418805347,0.102953464803588,6.25563232655539e-25,17,17,17,0.869915732821446,0.0494440034656103,0.384346456969928,0.0435462140127945,0.0739282989796044,2.10034353978027e-08,20,20,20,1.51506568225032,0.0485203017408907,0.129755771341805,0.13724544441249,0.164059279774458
SL004516_ENSG00000165471,SL004516,MBL2.3000.66.1,ovary_hgsoc,-0.715559743702066,-0.0105257785027951,0.474263238291745,0.345470606271016,0.362900685592956,1.21966276949267e-103,111,119,119,-1.32372088333924,-0.024248194591674,0.185595760174936,0.383190198887825,0.452770219832372,9.0962436608216e-61,55,60,60,-0.896604480732414,-0.0133548863136178,0.369930006272808,0.548176555523973,0.606118761940482
SL004556_ENSG00000196352,SL004556,CD55.5069.9.3,ovary_hgsoc,-0.213178984484738,-0.00540104532189968,0.831187359469627,0.108409793597074,0.119589132436445,4.25534698854463e-29,74,85,85,-0.283083080686968,-0.0125878337143504,0.777113151009382,0.0877898637445404,0.140703265831501,2.06361150573978e-15,39,40,40,-0.570861486996259,-0.0222596570301615,0.56809353922967,0.0891120006459098,0.104694816185346
SL004557_ENSG00000085063,SL004557,CD59.11514.196.3,ovary_hgsoc,-1.01654145448697,-0.0838110944845047,0.309371617361115,0.017847198432658,0.028511782205206,1.28116749861151e-07,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.401455438289638,-0.0215018152809734,0.688084840213596,0.0471191817424371,0.0570422911648322
SL004588_ENSG00000196083,SL004588,IL1RAP.2630.12.2,ovary_hgsoc,0.0191285102063366,-0.00183265256102898,0.984738587732423,0.308948922661987,0.396716716657879,5.68127638582667e-117,75,81,81,-0.325436250582564,-0.00572658789915392,0.74485092336464,0.446345115811232,0.53440628880981,3.62580543779185e-78,73,73,73,-0.461631358126637,-0.00848331281234853,0.644345703081828,0.485041189499394,0.527445895884604
SL004610_ENSG00000157193,SL004610,NA,ovary_hgsoc,0.721903469525472,0.063728771929413,0.47035382800535,0.0197003622668429,0.0239568774344638,1.38479819637948e-06,25,30,30,0.0894991658411333,0.00285194293681196,0.92868521648691,0.0621116943152754,0.0646793525163821,1.67669925552323e-07,48,49,49,NA,NA,NA,NA,NA
SL004626_ENSG00000154736,SL004626,ADAMTS5.3168.8.2,ovary_hgsoc,1.42333100948907,0.0332914033521525,0.154640221708764,0.235403988631122,0.289145890491501,4.90914683098554e-79,31,32,32,1.92840965450213,0.0484833551748498,0.0538041919113719,0.182384953140399,0.30032195930025,2.53261333234008e-35,11,11,11,0.871389529425463,0.0387489708580575,0.383541500905555,0.0719972679083226,0.101025285521667
SL004635_ENSG00000106952,SL004635,NA,ovary_hgsoc,-0.770349412938363,-0.12735596336651,0.441092652479853,0.00474506083387309,0.0148837882623224,0.000142084361705229,8,8,8,-1.01811884291906,-0.0626074679867857,0.308621481601733,0.0291945771628338,0.0113704414528724,0.0310173575616647,57,59,59,NA,NA,NA,NA,NA
